pm_id,store,unit_serial,batch,photos_before,photos_after,photo_change,note_added,corrected_pdf
89,Raley's #343,10602671,June (invoice #170015),Raley_s__343_10602671_20260615_photo_1_1781542574598.jpg|Raley_s__343_10602671_20260615_photo_2_1781542574598.jpg,Raley_s__343_10746478_20260615_photo_1_1781541951700.jpg|Raley_s__343_10602671_20260615_photo_1_1781542574598.jpg|Raley_s__343_10602671_20260615_photo_2_1781542574598.jpg,True,True,Raley_s__343_10602671_20260615_1781542574598_CORRECTED_20260826.pdf
90,Safeway Northern California #774,304971,June (invoice #170015),Safeway_Northern_California__7_304971_20260615_photo_1_1781543405631.jpg|Safeway_Northern_California__7_304971_20260615_photo_2_1781543405631.jpg|Safeway_Northern_California__7_304971_20260615_photo_3_1781543405631.jpg,Safeway_Northern_California__7_304971_20260615_photo_2_1781543405631.jpg|Safeway_Northern_California__7_304971_20260615_photo_3_1781543405631.jpg,True,True,
91,Safeway Northern California #774,11162226,June (invoice #170015),Safeway_Northern_California__7_11162226_20260615_photo_1_1781543682983.jpg|Safeway_Northern_California__7_11162226_20260615_photo_2_1781543682983.jpg,Safeway_Northern_California__7_304971_20260615_photo_1_1781543405631.jpg|Safeway_Northern_California__7_11162226_20260615_photo_1_1781543682983.jpg|Safeway_Northern_California__7_11162226_20260615_photo_2_1781543682983.jpg,True,True,Safeway_Northern_California__7_11162226_20260615_1781543682983_CORRECTED_20260826.pdf
92,Petco #334,225669,June (invoice #170015),Petco__334_225669_20260615_photo_1_1781545160100.jpg|Petco__334_225669_20260615_photo_2_1781545160100.jpg|Petco__334_225669_20260615_photo_3_1781545160100.jpg,Petco__334_225669_20260615_photo_1_1781545160100.jpg|Petco__334_225669_20260615_photo_2_1781545160100.jpg|Petco__334_225669_20260615_photo_3_1781545160100.jpg,False,False,
93,Petco #334,M072676,June (invoice #170015),Petco__334_M072676_20260615_photo_1_1781545477639.jpg|Petco__334_M072676_20260615_photo_2_1781545477639.jpg,Petco__334_M072676_20260615_photo_1_1781545477639.jpg|Petco__334_M072676_20260615_photo_2_1781545477639.jpg,False,True,
94,Safeway #939,311973,June (invoice #170015),Safeway__939_311973_20260615_photo_1_1781546337786.jpg|Safeway__939_311973_20260615_photo_2_1781546337786.jpg,Safeway__939_311973_20260615_photo_1_1781546337786.jpg|Safeway__939_311973_20260615_photo_2_1781546337786.jpg,False,False,
95,Nob Hill #621,32158100000907,June (invoice #170015),Nob_Hill__621_32158100000907_20260615_photo_1_1781547301674.jpg|Nob_Hill__621_32158100000907_20260615_photo_2_1781547301674.jpg,Nob_Hill__621_32158100000907_20260615_photo_1_1781547301674.jpg|Nob_Hill__621_32158100000907_20260615_photo_2_1781547301674.jpg,False,True,
96,Walmart US #3493,221637,June (invoice #170015),Walmart_US__3493_221637_20260615_photo_1_1781549114115.jpg|Walmart_US__3493_221637_20260615_photo_2_1781549114115.jpg|Walmart_US__3493_221637_20260615_photo_3_1781549114115.jpg,Walmart_US__3493_221637_20260615_photo_1_1781549114115.jpg|Walmart_US__3493_221637_20260615_photo_2_1781549114115.jpg|Walmart_US__3493_221637_20260615_photo_3_1781549114115.jpg,False,False,
97,Safeway Northern California #972,M123467,June (invoice #170015),Safeway_Northern_California__9_M123467_20260615_photo_1_1781549990077.jpg|Safeway_Northern_California__9_M123467_20260615_photo_2_1781549990077.jpg|Safeway_Northern_California__9_M123467_20260615_photo_3_1781549990077.jpg,Safeway_Northern_California__9_M123467_20260615_photo_1_1781549990077.jpg|Safeway_Northern_California__9_M123467_20260615_photo_3_1781549990077.jpg,True,True,
98,Safeway Northern California #972,291736,June (invoice #170015),Safeway_Northern_California__9_291736_20260615_photo_1_1781550367335.jpg|Safeway_Northern_California__9_291736_20260615_photo_2_1781550367335.jpg,Safeway_Northern_California__9_M123467_20260615_photo_2_1781549990077.jpg|Safeway_Northern_California__9_291736_20260615_photo_1_1781550367335.jpg|Safeway_Northern_California__9_291736_20260615_photo_2_1781550367335.jpg,True,True,Safeway_Northern_California__9_291736_20260615_1781550367335_CORRECTED_20260826.pdf
99,Concord Feed #116254,4593836,June (invoice #170015),Concord_Feed__116254_4593836_20260615_photo_1_1781552031806.jpg|Concord_Feed__116254_4593836_20260615_photo_2_1781552031806.jpg|Concord_Feed__116254_4593836_20260615_photo_3_1781552031806.jpg,Concord_Feed__116254_4593836_20260615_photo_1_1781552031806.jpg|Concord_Feed__116254_4593836_20260615_photo_2_1781552031806.jpg|Concord_Feed__116254_4593836_20260615_photo_3_1781552031806.jpg,False,True,
100,Safeway #1541,311983,June (invoice #170015),Safeway__1541_311983_20260615_photo_1_1781552787089.jpg|Safeway__1541_311983_20260615_photo_2_1781552787089.jpg,Safeway__1541_311983_20260615_photo_2_1781552787089.jpg,True,True,
101,Safeway #1541,311984,June (invoice #170015),Safeway__1541_311984_20260615_photo_1_1781553383783.jpg|Safeway__1541_311984_20260615_photo_2_1781553383783.jpg,Safeway__1541_311983_20260615_photo_1_1781552787089.jpg|Safeway__1541_311984_20260615_photo_1_1781553383783.jpg|Safeway__1541_311984_20260615_photo_2_1781553383783.jpg,True,True,Safeway__1541_311984_20260615_1781553383783_CORRECTED_20260826.pdf
102,Safeway #928,291700,June (invoice #170015),Safeway__928_291700_20260615_photo_1_1781553587416.jpg|Safeway__928_291700_20260615_photo_2_1781553587416.jpg|Safeway__928_291700_20260615_photo_3_1781553587416.jpg,Safeway__928_291700_20260615_photo_1_1781553587416.jpg|Safeway__928_291700_20260615_photo_2_1781553587416.jpg|Safeway__928_291700_20260615_photo_3_1781553587416.jpg,False,True,
103,Safeway Northern California #2941,311459,June (invoice #170015),Safeway_Northern_California__2_311459_20260615_photo_1_1781554562839.jpg|Safeway_Northern_California__2_311459_20260615_photo_2_1781554562839.jpg|Safeway_Northern_California__2_311459_20260615_photo_3_1781554562839.jpg|Safeway_Northern_California__2_311459_20260615_photo_4_1781554562839.jpg,Safeway_Northern_California__2_311459_20260615_photo_2_1781554562839.jpg|Safeway_Northern_California__2_311459_20260615_photo_3_1781554562839.jpg|Safeway_Northern_California__2_311459_20260615_photo_4_1781554562839.jpg,True,True,
104,Safeway Northern California #2941,311459,June (invoice #170015),,,False,True,
105,Safeway Northern California #2941,311460,June (invoice #170015),Safeway_Northern_California__2_311460_20260615_photo_1_1781555636807.jpg|Safeway_Northern_California__2_311460_20260615_photo_2_1781555636807.jpg,Safeway_Northern_California__2_311459_20260615_photo_1_1781554562839.jpg|Safeway_Northern_California__2_311460_20260615_photo_1_1781555636807.jpg|Safeway_Northern_California__2_311460_20260615_photo_2_1781555636807.jpg,True,True,Safeway_Northern_California__2_311460_20260615_1781555636807_CORRECTED_20260826.pdf
106,Target #330,10157996,June (invoice #170015),Target__330_10157996_20260615_photo_1_1781557177183.jpg|Target__330_10157996_20260615_photo_2_1781557177183.jpg|Target__330_10157996_20260615_photo_3_1781557177183.jpg,Target__330_10157996_20260615_photo_1_1781557177183.jpg|Target__330_10157996_20260615_photo_2_1781557177183.jpg|Target__330_10157996_20260615_photo_3_1781557177183.jpg,False,False,
107,Whole Foods Market #10677-CON,9669961,June (invoice #170015),Whole_Foods_Market__10677_CON_9669961_20260615_photo_1_1781558543838.jpg|Whole_Foods_Market__10677_CON_9669961_20260615_photo_2_1781558543838.jpg,Whole_Foods_Market__10677_CON_9669961_20260615_photo_1_1781558543838.jpg|Whole_Foods_Market__10677_CON_9669961_20260615_photo_2_1781558543838.jpg,False,False,
108,Petco #1335,243310,June (invoice #170015),Petco__1335_243310_20260615_photo_1_1781561252767.jpg|Petco__1335_243310_20260615_photo_2_1781561252767.jpg|Petco__1335_243310_20260615_photo_3_1781561252767.jpg,Petco__1335_243310_20260615_photo_2_1781561252767.jpg,True,True,
109,Petco #1335,312674,June (invoice #170015),Petco__1335_312674_20260615_photo_1_1781561464409.jpg|Petco__1335_312674_20260615_photo_2_1781561464409.jpg,Petco__1335_243310_20260615_photo_1_1781561252767.jpg|Petco__1335_312674_20260615_photo_1_1781561464409.jpg|Petco__1335_312674_20260615_photo_2_1781561464409.jpg,True,True,Petco__1335_312674_20260615_1781561464409_CORRECTED_20260826.pdf
110,Petco #1335,312674,June (invoice #170015),,,False,True,
111,Petco #1335,243651,June (invoice #170015),Petco__1335_243651_20260615_photo_1_1781561613956.jpg|Petco__1335_243651_20260615_photo_2_1781561613956.jpg,Petco__1335_243310_20260615_photo_3_1781561252767.jpg|Petco__1335_243651_20260615_photo_1_1781561613956.jpg|Petco__1335_243651_20260615_photo_2_1781561613956.jpg,True,True,Petco__1335_243651_20260615_1781561613956_CORRECTED_20260826.pdf
112,Sam's Club #6612,M158115,June (invoice #170015),Sam_s_Club__6612_M158115_20260615_photo_1_1781562499580.jpg|Sam_s_Club__6612_M158115_20260615_photo_2_1781562499580.jpg,Sam_s_Club__6612_M158115_20260615_photo_1_1781562499580.jpg|Sam_s_Club__6612_M158115_20260615_photo_2_1781562499580.jpg,False,True,
113,PetSmart US #61,269040,June (invoice #170015),PetSmart_US__61_269040_20260615_photo_1_1781565050469.jpg|PetSmart_US__61_269040_20260615_photo_2_1781565050469.jpg|PetSmart_US__61_269040_20260615_photo_3_1781565050469.jpg|PetSmart_US__61_269040_20260615_photo_4_1781565050469.jpg|PetSmart_US__61_269040_20260615_photo_5_1781565050469.jpg,PetSmart_US__61_269040_20260615_photo_1_1781565050469.jpg|PetSmart_US__61_269040_20260615_photo_4_1781565050469.jpg|PetSmart_US__61_269040_20260615_photo_5_1781565050469.jpg,True,True,
114,PetSmart US #61,242466,June (invoice #170015),PetSmart_US__61_242466_20260615_photo_1_1781565115967.jpg|PetSmart_US__61_242466_20260615_photo_2_1781565115967.jpg|PetSmart_US__61_242466_20260615_photo_3_1781565115967.jpg,PetSmart_US__61_269040_20260615_photo_3_1781565050469.jpg|PetSmart_US__61_242466_20260615_photo_1_1781565115967.jpg|PetSmart_US__61_242466_20260615_photo_2_1781565115967.jpg|PetSmart_US__61_242466_20260615_photo_3_1781565115967.jpg,True,True,PetSmart_US__61_242466_20260615_1781565115967_CORRECTED_20260826.pdf
115,PetSmart US #61,208767,June (invoice #170015),PetSmart_US__61_208767_20260615_photo_1_1781565273460.jpg|PetSmart_US__61_208767_20260615_photo_2_1781565273460.jpg|PetSmart_US__61_208767_20260615_photo_3_1781565273460.jpg,PetSmart_US__61_269040_20260615_photo_2_1781565050469.jpg|PetSmart_US__61_208767_20260615_photo_1_1781565273460.jpg|PetSmart_US__61_208767_20260615_photo_2_1781565273460.jpg|PetSmart_US__61_208767_20260615_photo_3_1781565273460.jpg,True,True,PetSmart_US__61_208767_20260615_1781565273460_CORRECTED_20260826.pdf
116,Safeway Northern California #955,304998,June (invoice #170015),Safeway_Northern_California__9_304998_20260615_photo_1_1781566259562.jpg,Safeway_Northern_California__9_304998_20260615_photo_1_1781566259562.jpg,False,True,
117,Costco #643,10772056,June (invoice #170015),Costco__643_10772056_20260615_photo_1_1781567227644.jpg|Costco__643_10772056_20260615_photo_2_1781567227644.jpg|Costco__643_10772056_20260615_photo_3_1781567227644.jpg,Costco__643_10772056_20260615_photo_1_1781567227644.jpg|Costco__643_10772056_20260615_photo_2_1781567227644.jpg|Costco__643_10772056_20260615_photo_3_1781567227644.jpg,False,True,
118,Costco #663,10711714,June (invoice #170015),Costco__663_10711714_20260615_photo_1_1781567350841.jpg|Costco__663_10711714_20260615_photo_2_1781567350841.jpg|Costco__663_10711714_20260615_photo_3_1781567350841.jpg,Costco__663_10711714_20260615_photo_1_1781567350841.jpg|Costco__663_10711714_20260615_photo_2_1781567350841.jpg|Costco__663_10711714_20260615_photo_3_1781567350841.jpg,False,True,
119,Food Maxx #481,11008874,June (invoice #170015),Food_Maxx__481_11008874_20260615_photo_1_1781567936781.jpg|Food_Maxx__481_11008874_20260615_photo_2_1781567936781.jpg|Food_Maxx__481_11008874_20260615_photo_3_1781567936781.jpg,Food_Maxx__481_11008874_20260615_photo_1_1781567936781.jpg|Food_Maxx__481_11008874_20260615_photo_2_1781567936781.jpg|Food_Maxx__481_11008874_20260615_photo_3_1781567936781.jpg,False,False,
120,Food Maxx #481,10998988,June (invoice #170015),,,False,True,
121,Safeway #1192,276958,June (invoice #170015),Safeway__1192_276958_20260616_photo_1_1781568319801.jpg|Safeway__1192_276958_20260616_photo_2_1781568319801.jpg|Safeway__1192_276958_20260616_photo_3_1781568319801.jpg,Safeway__1192_276958_20260616_photo_1_1781568319801.jpg|Safeway__1192_276958_20260616_photo_2_1781568319801.jpg|Safeway__1192_276958_20260616_photo_3_1781568319801.jpg,False,True,
122,Food Maxx #418,10385532,June (invoice #170015),Food_Maxx__418_10385532_20260616_photo_1_1781569452776.jpg|Food_Maxx__418_10385532_20260616_photo_2_1781569452776.jpg|Food_Maxx__418_10385532_20260616_photo_3_1781569452776.jpg,Food_Maxx__418_10385532_20260616_photo_2_1781569452776.jpg|Food_Maxx__418_10385532_20260616_photo_3_1781569452776.jpg,True,True,
123,Food Maxx #418,10521388,June (invoice #170015),Food_Maxx__418_10521388_20260616_photo_1_1781569623506.jpg,Food_Maxx__418_10385532_20260616_photo_1_1781569452776.jpg|Food_Maxx__418_10521388_20260616_photo_1_1781569623506.jpg,True,True,Food_Maxx__418_10521388_20260616_1781569623506_CORRECTED_20260826.pdf
124,Lucky #705,11126734,June (invoice #170015),Lucky__705_11126734_20260616_photo_1_1781571342146.jpg|Lucky__705_11126734_20260616_photo_2_1781571342146.jpg|Lucky__705_11126734_20260616_photo_3_1781571342146.jpg,Lucky__705_11126734_20260616_photo_1_1781571342146.jpg|Lucky__705_11126734_20260616_photo_3_1781571342146.jpg,True,True,
125,Lucky #705,10091428,June (invoice #170015),Lucky__705_10091428_20260616_photo_1_1781571805138.jpg|Lucky__705_10091428_20260616_photo_2_1781571805138.jpg,Lucky__705_11126734_20260616_photo_2_1781571342146.jpg|Lucky__705_10091428_20260616_photo_1_1781571805138.jpg|Lucky__705_10091428_20260616_photo_2_1781571805138.jpg,True,True,Lucky__705_10091428_20260616_1781571805138_CORRECTED_20260826.pdf
126,Food 4 Less #764,11162184,June (invoice #170015),Food_4_Less__764_11162184_20260616_photo_1_1781572288243.jpg|Food_4_Less__764_11162184_20260616_photo_2_1781572288243.jpg|Food_4_Less__764_11162184_20260616_photo_3_1781572288243.jpg,Food_4_Less__764_11162184_20260616_photo_1_1781572288243.jpg|Food_4_Less__764_11162184_20260616_photo_2_1781572288243.jpg|Food_4_Less__764_11162184_20260616_photo_3_1781572288243.jpg,False,True,
127,Lucky's #212,10121617,June (invoice #170015),Lucky_s__212_10121617_20260616_photo_1_1781627434239.jpg|Lucky_s__212_10121617_20260616_photo_2_1781627434239.jpg|Lucky_s__212_10121617_20260616_photo_3_1781627434239.jpg,Lucky_s__212_10121617_20260616_photo_1_1781627434239.jpg|Lucky_s__212_10121617_20260616_photo_2_1781627434239.jpg|Lucky_s__212_10121617_20260616_photo_3_1781627434239.jpg,False,False,
128,Lucky's #212,111012641-1,June (invoice #170015),Lucky_s__212_111012641-1_20260616_photo_1_1781627688733.jpg,Lucky_s__212_111012641-1_20260616_photo_1_1781627688733.jpg,False,True,
129,Lucky's #212,111012641-1,June (invoice #170015),,,False,True,
130,Safeway Northern California #1259,10168519,June (invoice #170015),,,False,True,
131,Safeway Northern California #1259,10633775,June (invoice #170015),Safeway_Northern_California__1_10633775_20260616_photo_1_1781628950731.jpg,Safeway_Northern_California__1_10633775_20260616_photo_1_1781628950731.jpg,False,True,
132,Raley's #333,10131443,June (invoice #170015),Raley_s__333_10131443_20260616_photo_1_1781629008227.jpg,Raley_s__333_10131443_20260616_photo_1_1781629008227.jpg,False,True,
133,Raley's #333,10131443,June (invoice #170015),Raley_s__333_10131443_20260616_photo_1_1781629022841.jpg,Raley_s__333_10131443_20260616_photo_1_1781629022841.jpg,False,True,
134,Raley's #333,10131456,June (invoice #170015),Raley_s__333_10131456_20260616_photo_1_1781629056711.jpg,Raley_s__333_10131456_20260616_photo_1_1781629056711.jpg,False,True,
135,Petco #1311,228178,June (invoice #170015),Petco__1311_228178_20260616_photo_1_1781629963947.jpg|Petco__1311_228178_20260616_photo_2_1781629963947.jpg|Petco__1311_228178_20260616_photo_3_1781629963947.jpg|Petco__1311_228178_20260616_photo_4_1781629963947.jpg,Petco__1311_228178_20260616_photo_1_1781629963947.jpg|Petco__1311_228178_20260616_photo_2_1781629963947.jpg|Petco__1311_228178_20260616_photo_4_1781629963947.jpg,True,True,
136,Petco #1311,313294,June (invoice #170015),Petco__1311_313294_20260616_photo_1_1781629993229.jpg,Petco__1311_228178_20260616_photo_3_1781629963947.jpg|Petco__1311_313294_20260616_photo_1_1781629993229.jpg,True,True,Petco__1311_313294_20260616_1781629993229_CORRECTED_20260826.pdf
137,Petco #1311,226511,June (invoice #170015),Petco__1311_226511_20260616_photo_1_1781630814899.jpg,Petco__1311_226511_20260616_photo_1_1781630814899.jpg,False,True,
138,PetSmart US #60,209581,June (invoice #170015),PetSmart_US__60_209581_20260616_photo_1_1781631439116.jpg,PetSmart_US__60_209581_20260616_photo_1_1781631439116.jpg,False,True,
139,PetSmart US #60,278208,June (invoice #170015),PetSmart_US__60_278208_20260616_photo_1_1781631691568.jpg,PetSmart_US__60_278208_20260616_photo_1_1781631691568.jpg,False,True,
140,PetSmart US #60,278138,June (invoice #170015),PetSmart_US__60_278138_20260616_photo_1_1781631773648.jpg,PetSmart_US__60_278138_20260616_photo_1_1781631773648.jpg,False,True,
141,Target #1819,9879052,June (invoice #170015),Target__1819_9879052_20260616_photo_1_1781633007051.jpg|Target__1819_9879052_20260616_photo_2_1781633007051.jpg,Target__1819_9879052_20260616_photo_2_1781633007051.jpg,True,True,
142,Walmart US #2697,300026,June (invoice #170015),Walmart_US__2697_300026_20260616_photo_1_1781633216304.jpg|Walmart_US__2697_300026_20260616_photo_2_1781633216304.jpg,Walmart_US__2697_300026_20260616_photo_1_1781633216304.jpg|Walmart_US__2697_300026_20260616_photo_2_1781633216304.jpg,False,True,
143,Target #1819,9632944,June (invoice #170015),Target__1819_9632944_20260616_photo_1_1781633314266.jpg|Target__1819_9632944_20260616_photo_2_1781633314266.jpg,Target__1819_9879052_20260616_photo_1_1781633007051.jpg|Target__1819_9632944_20260616_photo_1_1781633314266.jpg|Target__1819_9632944_20260616_photo_2_1781633314266.jpg,True,True,Target__1819_9632944_20260616_1781633314266_CORRECTED_20260826.pdf
144,Target #1819,9632944,June (invoice #170015),,,False,True,
145,Safeway Northern California #2621,276132,June (invoice #170015),Safeway_Northern_California__2_276132_20260616_photo_1_1781634704389.jpg|Safeway_Northern_California__2_276132_20260616_photo_2_1781634704389.jpg|Safeway_Northern_California__2_276132_20260616_photo_3_1781634704389.jpg|Safeway_Northern_California__2_276132_20260616_photo_4_1781634704389.jpg|Safeway_Northern_California__2_276132_20260616_photo_5_1781634704389.jpg,Safeway_Northern_California__2_276132_20260616_photo_1_1781634704389.jpg|Safeway_Northern_California__2_276132_20260616_photo_2_1781634704389.jpg|Safeway_Northern_California__2_276132_20260616_photo_5_1781634704389.jpg,True,True,
146,Safeway Northern California #2621,261105,June (invoice #170015),Safeway_Northern_California__2_261105_20260616_photo_1_1781634745766.jpg,Safeway_Northern_California__2_276132_20260616_photo_4_1781634704389.jpg|Safeway_Northern_California__2_261105_20260616_photo_1_1781634745766.jpg,True,True,Safeway_Northern_California__2_261105_20260616_1781634745766_CORRECTED_20260826.pdf
147,Safeway Northern California #2621,305001,June (invoice #170015),Safeway_Northern_California__2_305001_20260616_photo_1_1781635298588.jpg,Safeway_Northern_California__2_276132_20260616_photo_3_1781634704389.jpg|Safeway_Northern_California__2_305001_20260616_photo_1_1781635298588.jpg,True,True,Safeway_Northern_California__2_305001_20260616_1781635298588_CORRECTED_20260826.pdf
148,Food Maxx #480,11027525,June (invoice #170015),Food_Maxx__480_11027525_20260616_photo_1_1781635982528.jpg|Food_Maxx__480_11027525_20260616_photo_2_1781635982528.jpg|Food_Maxx__480_11027525_20260616_photo_3_1781635982528.jpg,Food_Maxx__480_11027525_20260616_photo_1_1781635982528.jpg|Food_Maxx__480_11027525_20260616_photo_2_1781635982528.jpg|Food_Maxx__480_11027525_20260616_photo_3_1781635982528.jpg,False,False,
149,Food Maxx #480,11032465,June (invoice #170015),,,False,True,
150,Somersville Pet Supply #604283,7624000,June (invoice #170015),Somersville_Pet_Supply__604283_7624000_20260616_photo_1_1781636281952.jpg|Somersville_Pet_Supply__604283_7624000_20260616_photo_2_1781636281952.jpg|Somersville_Pet_Supply__604283_7624000_20260616_photo_3_1781636281952.jpg,Somersville_Pet_Supply__604283_7624000_20260616_photo_1_1781636281952.jpg|Somersville_Pet_Supply__604283_7624000_20260616_photo_2_1781636281952.jpg|Somersville_Pet_Supply__604283_7624000_20260616_photo_3_1781636281952.jpg,False,True,
151,Lucky's #737,10580511,June (invoice #170015),Lucky_s__737_10580511_20260616_photo_1_1781637742148.jpg|Lucky_s__737_10580511_20260616_photo_2_1781637742148.jpg,Lucky_s__737_10580511_20260616_photo_1_1781637742148.jpg,True,True,
152,Lucky's #737,10911504,June (invoice #170015),Lucky_s__737_10911504_20260616_photo_1_1781637951066.jpg,Lucky_s__737_10580511_20260616_photo_2_1781637742148.jpg|Lucky_s__737_10911504_20260616_photo_1_1781637951066.jpg,True,True,Lucky_s__737_10911504_20260616_1781637951066_CORRECTED_20260826.pdf
153,Raley's #304,10580479,June (invoice #170015),Raley_s__304_10580479_20260616_photo_1_1781638580099.jpg|Raley_s__304_10580479_20260616_photo_2_1781638580099.jpg|Raley_s__304_10580479_20260616_photo_3_1781638580099.jpg|Raley_s__304_10580479_20260616_photo_4_1781638580099.jpg,Raley_s__304_10580479_20260616_photo_1_1781638580099.jpg|Raley_s__304_10580479_20260616_photo_3_1781638580099.jpg|Raley_s__304_10580479_20260616_photo_4_1781638580099.jpg,True,True,
154,Raley's #336,9335624,June (invoice #170015),Raley_s__336_9335624_20260616_photo_1_1781638693673.jpg|Raley_s__336_9335624_20260616_photo_2_1781638693673.jpg,Raley_s__336_9335624_20260616_photo_1_1781638693673.jpg|Raley_s__336_9335624_20260616_photo_2_1781638693673.jpg,False,True,
155,Raley's #304,10580482,June (invoice #170015),Raley_s__304_10580482_20260616_photo_1_1781638862864.jpg|Raley_s__304_10580482_20260616_photo_2_1781638862864.jpg,Raley_s__304_10580479_20260616_photo_2_1781638580099.jpg|Raley_s__304_10580482_20260616_photo_1_1781638862864.jpg|Raley_s__304_10580482_20260616_photo_2_1781638862864.jpg,True,True,Raley_s__304_10580482_20260616_1781638862864_CORRECTED_20260826.pdf
156,Safeway #2657,M126774,June (invoice #170015),Safeway__2657_M126774_20260616_photo_1_1781639712351.jpg|Safeway__2657_M126774_20260616_photo_2_1781639712351.jpg|Safeway__2657_M126774_20260616_photo_3_1781639712351.jpg,Safeway__2657_M126774_20260616_photo_1_1781639712351.jpg|Safeway__2657_M126774_20260616_photo_3_1781639712351.jpg,True,True,
157,Safeway #2657,M123493,June (invoice #170015),Safeway__2657_M123493_20260616_photo_1_1781639928671.jpg|Safeway__2657_M123493_20260616_photo_2_1781639928671.jpg,Safeway__2657_M126774_20260616_photo_2_1781639712351.jpg|Safeway__2657_M123493_20260616_photo_1_1781639928671.jpg|Safeway__2657_M123493_20260616_photo_2_1781639928671.jpg,True,True,Safeway__2657_M123493_20260616_1781639928671_CORRECTED_20260826.pdf
158,PetSmart US #56,278167,June (invoice #170015),PetSmart_US__56_278167_20260616_photo_1_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_2_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_3_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_4_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_5_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_6_1781641556790.jpg,PetSmart_US__56_278167_20260616_photo_1_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_2_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_3_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_4_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_5_1781641556790.jpg|PetSmart_US__56_278167_20260616_photo_6_1781641556790.jpg,False,True,
159,PetSmart US #56,278149,June (invoice #170015),PetSmart_US__56_278149_20260616_photo_1_1781641607409.jpg|PetSmart_US__56_278149_20260616_photo_2_1781641607409.jpg,PetSmart_US__56_278149_20260616_photo_1_1781641607409.jpg|PetSmart_US__56_278149_20260616_photo_2_1781641607409.jpg,False,True,
160,PetSmart US #56,209606,June (invoice #170015),PetSmart_US__56_209606_20260616_photo_1_1781641654448.jpg|PetSmart_US__56_209606_20260616_photo_2_1781641654448.jpg,PetSmart_US__56_209606_20260616_photo_1_1781641654448.jpg|PetSmart_US__56_209606_20260616_photo_2_1781641654448.jpg,False,True,
161,Petco #348,9459537,June (invoice #170015),Petco__348_9459537_20260617_photo_1_1781714169548.jpg|Petco__348_9459537_20260617_photo_2_1781714169548.jpg|Petco__348_9459537_20260617_photo_3_1781714169548.jpg|Petco__348_9459537_20260617_photo_4_1781714169548.jpg,Petco__348_9459537_20260617_photo_3_1781714169548.jpg|Petco__348_9459537_20260617_photo_4_1781714169548.jpg,True,True,
162,Petco #348,227270,June (invoice #170015),Petco__348_227270_20260617_photo_1_1781714294176.jpg,Petco__348_9459537_20260617_photo_1_1781714169548.jpg|Petco__348_227270_20260617_photo_1_1781714294176.jpg,True,True,Petco__348_227270_20260617_1781714294176_CORRECTED_20260826.pdf
163,Petco #348,9459537,June (invoice #170015),Petco__348_9459537_20260617_photo_1_1781714427219.jpg|Petco__348_9459537_20260617_photo_2_1781714427219.jpg|Petco__348_9459537_20260617_photo_3_1781714427219.jpg,Petco__348_9459537_20260617_photo_1_1781714427219.jpg|Petco__348_9459537_20260617_photo_2_1781714427219.jpg|Petco__348_9459537_20260617_photo_3_1781714427219.jpg,False,True,
164,Petco #348,227278,June (invoice #170015),Petco__348_227278_20260617_photo_1_1781714540414.jpg|Petco__348_227278_20260617_photo_2_1781714540414.jpg|Petco__348_227278_20260617_photo_3_1781714540414.jpg,Petco__348_9459537_20260617_photo_2_1781714169548.jpg|Petco__348_227278_20260617_photo_1_1781714540414.jpg|Petco__348_227278_20260617_photo_2_1781714540414.jpg|Petco__348_227278_20260617_photo_3_1781714540414.jpg,True,True,Petco__348_227278_20260617_1781714540414_CORRECTED_20260826.pdf
165,Safeway Northern California #1932,309094,June (invoice #170015),Safeway_Northern_California__1_309094_20260617_photo_1_1781715834367.jpg|Safeway_Northern_California__1_309094_20260617_photo_2_1781715834367.jpg|Safeway_Northern_California__1_309094_20260617_photo_3_1781715834367.jpg,Safeway_Northern_California__1_309094_20260617_photo_1_1781715834367.jpg|Safeway_Northern_California__1_309094_20260617_photo_2_1781715834367.jpg|Safeway_Northern_California__1_309094_20260617_photo_3_1781715834367.jpg,False,True,
166,Safeway Northern California #1932,295397,June (invoice #170015),Safeway_Northern_California__1_295397_20260617_photo_1_1781716418130.jpg|Safeway_Northern_California__1_295397_20260617_photo_2_1781716418130.jpg,Safeway_Northern_California__1_295397_20260617_photo_1_1781716418130.jpg|Safeway_Northern_California__1_295397_20260617_photo_2_1781716418130.jpg,False,True,
167,PetSmart US #2715,270575,June (invoice #170015),PetSmart_US__2715_270575_20260617_photo_1_1781717471852.jpg|PetSmart_US__2715_270575_20260617_photo_2_1781717471852.jpg|PetSmart_US__2715_270575_20260617_photo_3_1781717471852.jpg|PetSmart_US__2715_270575_20260617_photo_4_1781717471852.jpg,PetSmart_US__2715_270575_20260617_photo_1_1781717471852.jpg|PetSmart_US__2715_270575_20260617_photo_3_1781717471852.jpg,True,True,
